pcn,item,onhandqty,last_event,last_dest,last_event_time,suggested_review
29450,8223L-75,5,PICK,MFG Floor,09/16/25 15:17:51,likely consumed/staged on floor -> verify if on-hand should be 0
2947,ACI-2060,5,PICK,MFG Floor,01/20/26 11:24:38,likely consumed/staged on floor -> verify if on-hand should be 0
29706,8343ML-440,5,PICK,MFG Floor,10/20/25 14:16:10,likely consumed/staged on floor -> verify if on-hand should be 0
29712,8343ML-365,5,PICK,MFG Floor,10/20/25 14:19:35,likely consumed/staged on floor -> verify if on-hand should be 0
29952,7848-12,5,PICK,MFG Floor,10/10/25 14:35:01,likely consumed/staged on floor -> verify if on-hand should be 0
30052,8433-1-80,5,PICK,MFG Floor,12/16/25 10:09:28,likely consumed/staged on floor -> verify if on-hand should be 0
3018,ACI-2386,5,PICK,MFG Floor,01/15/26 12:20:01,likely consumed/staged on floor -> verify if on-hand should be 0
30233,6796-85,5,PICK,MFG Floor,02/11/26 15:16:13,likely consumed/staged on floor -> verify if on-hand should be 0
30348,8439L-120,5,PICK,MFG Floor,09/04/25 13:01:33,likely consumed/staged on floor -> verify if on-hand should be 0
3041,ACI-2371,5,PTWY,1504005,07/07/17 13:10:45,moved off floor -> location may be stale (real available stock)
30414,8037-185,5,PICK,MFG Floor,12/16/25 12:27:08,likely consumed/staged on floor -> verify if on-hand should be 0
3069,6970-G1-22,5,PICK,MFG Floor,08/11/25 15:21:52,likely consumed/staged on floor -> verify if on-hand should be 0
30743,8501-45,5,PICK,MFG Floor,09/15/25 07:49:05,likely consumed/staged on floor -> verify if on-hand should be 0
3081,ACI-2415,5,PICK,MFG Floor,11/20/25 12:17:48,likely consumed/staged on floor -> verify if on-hand should be 0
3085,ACI-1944,5,PICK,MFG Floor,12/12/25 11:34:06,likely consumed/staged on floor -> verify if on-hand should be 0
31003,8500-120,5,PICK,MFG Floor,02/19/26 15:22:37,likely consumed/staged on floor -> verify if on-hand should be 0
3116,ACI-2434,5,PICK,MFG Floor,08/27/25 11:35:22,likely consumed/staged on floor -> verify if on-hand should be 0
31312,8202L-115,5,PICK,MFG Floor,10/20/25 12:05:25,likely consumed/staged on floor -> verify if on-hand should be 0
31989,8488L-455,5,PICK,MFG Floor,09/04/25 13:45:25,likely consumed/staged on floor -> verify if on-hand should be 0
31997,8488L-125,5,PICK,MFG Floor,09/04/25 13:45:19,likely consumed/staged on floor -> verify if on-hand should be 0
32001,8488L-465,5,PICK,MFG Floor,09/04/25 13:45:14,likely consumed/staged on floor -> verify if on-hand should be 0
32004,8488L-495,5,PICK,MFG Floor,09/04/25 13:45:10,likely consumed/staged on floor -> verify if on-hand should be 0
32024,8522L-205,5,PICK,MFG Floor,02/05/26 10:40:15,likely consumed/staged on floor -> verify if on-hand should be 0
32025,8522L-175,5,PICK,MFG Floor,02/05/26 09:58:08,likely consumed/staged on floor -> verify if on-hand should be 0
32087,8159-60,5,PICK,MFG Floor,01/09/26 08:00:06,likely consumed/staged on floor -> verify if on-hand should be 0
32482,8091L-85,5,PICK,MFG Floor,08/13/25 15:12:36,likely consumed/staged on floor -> verify if on-hand should be 0
32483,8090L-60,5,PICK,MFG Floor,08/13/25 15:11:17,likely consumed/staged on floor -> verify if on-hand should be 0
32491,8091L-10,5,PICK,MFG Floor,08/14/25 13:08:25,likely consumed/staged on floor -> verify if on-hand should be 0
32492,8090L-70,5,PICK,MFG Floor,08/14/25 13:08:29,likely consumed/staged on floor -> verify if on-hand should be 0
32495,7909M-18,5,PICK,MFG Floor,08/13/25 15:11:59,likely consumed/staged on floor -> verify if on-hand should be 0
32516,7221L-21,5,PICK,MFG Floor,08/14/25 13:08:47,likely consumed/staged on floor -> verify if on-hand should be 0
32797,8539-150,5,PICK,MFG Floor,01/12/26 15:11:49,likely consumed/staged on floor -> verify if on-hand should be 0
32871,0000-X-17,5,PICK,MFG Floor,01/09/26 09:41:18,likely consumed/staged on floor -> verify if on-hand should be 0
32934,8477L-55,5,PICK,MFG Floor,01/12/26 07:49:35,likely consumed/staged on floor -> verify if on-hand should be 0
32965,6463-225,5,PICK,MFG Floor,01/12/26 12:13:29,likely consumed/staged on floor -> verify if on-hand should be 0
34323,7944L-10,5,PICK,MFG Floor,11/24/25 07:57:43,likely consumed/staged on floor -> verify if on-hand should be 0
34361,8594L-230,5,PICK,MFG Floor,02/04/26 14:05:05,likely consumed/staged on floor -> verify if on-hand should be 0
34377,8594L-630,5,PICK,MFG Floor,02/04/26 14:41:00,likely consumed/staged on floor -> verify if on-hand should be 0
34456,8564ML-40,5,PICK,MFG Floor,02/19/26 12:41:03,likely consumed/staged on floor -> verify if on-hand should be 0
36866,7307-14,5,PICK,MFG Floor,01/09/26 08:00:10,likely consumed/staged on floor -> verify if on-hand should be 0
3702,ACI-2910,5,PICK,MFG Floor,09/02/25 09:27:36,likely consumed/staged on floor -> verify if on-hand should be 0
37230,8608ML-5,5,PICK,MFG Floor,09/19/25 12:56:44,likely consumed/staged on floor -> verify if on-hand should be 0
39755,7801L-F-51,5,PICK,MFG Floor,12/12/25 15:23:20,likely consumed/staged on floor -> verify if on-hand should be 0
4050,ACI-2979,5,PICK,MFG Floor,02/09/26 11:44:18,likely consumed/staged on floor -> verify if on-hand should be 0
40611,8159-50,5,PICK,MFG Floor,02/27/26 09:21:28,likely consumed/staged on floor -> verify if on-hand should be 0
4216,7700-25,5,PICK,MFG Floor,02/09/26 09:29:05,likely consumed/staged on floor -> verify if on-hand should be 0
4424,ACI-3641,5,PICK,MFG Floor,09/04/25 14:50:51,likely consumed/staged on floor -> verify if on-hand should be 0
4430,ACI-1889,5,PICK,MFG Floor,09/04/25 15:05:45,likely consumed/staged on floor -> verify if on-hand should be 0
4529,ACI-3691,5,PICK,MFG Floor,01/30/26 10:09:37,likely consumed/staged on floor -> verify if on-hand should be 0
4547,ACI-3628,5,PICK,MFG Floor,02/09/26 08:27:11,likely consumed/staged on floor -> verify if on-hand should be 0
4630,ACI-3757,5,PICK,MFG Floor,08/27/25 11:35:41,likely consumed/staged on floor -> verify if on-hand should be 0
4680,ACI-3834,5,PICK,MFG Floor,01/30/26 11:08:49,likely consumed/staged on floor -> verify if on-hand should be 0
4727,ACI-3843,5,PICK,MFG Floor,01/30/26 10:46:58,likely consumed/staged on floor -> verify if on-hand should be 0
5072,7984-75,5,PICK,MFG Floor,01/09/26 09:29:12,likely consumed/staged on floor -> verify if on-hand should be 0
5727,8206-12,5,PICK,MFG Floor,09/02/25 09:24:26,likely consumed/staged on floor -> verify if on-hand should be 0
5757,8181-110,5,PICK,MFG Floor,10/20/25 09:37:43,likely consumed/staged on floor -> verify if on-hand should be 0
5783,8019-7,5,PICK,MFG Floor,02/09/26 11:19:17,likely consumed/staged on floor -> verify if on-hand should be 0
5829,7691-16,5,PICK,MFG Floor,09/16/25 15:20:57,likely consumed/staged on floor -> verify if on-hand should be 0
6075,7785-62,5,PICK,MFG Floor,01/20/26 11:24:06,likely consumed/staged on floor -> verify if on-hand should be 0
6256,8038-11,5,PICK,MFG Floor,01/12/26 15:15:32,likely consumed/staged on floor -> verify if on-hand should be 0
6265,8038-9,5,PICK,MFG Floor,01/14/26 07:25:39,likely consumed/staged on floor -> verify if on-hand should be 0
6267,8200-155,5,PICK,MFG Floor,12/12/25 11:24:13,likely consumed/staged on floor -> verify if on-hand should be 0
6268,8200-195,5,PICK,MFG Floor,10/20/25 09:38:23,likely consumed/staged on floor -> verify if on-hand should be 0
6292,8024L-47,5,PICK,MFG Floor,02/11/26 10:51:44,likely consumed/staged on floor -> verify if on-hand should be 0
6647,7996-5,5,PICK,MFG Floor,10/06/25 12:26:16,likely consumed/staged on floor -> verify if on-hand should be 0
6651,8019-8,5,PICK,MFG Floor,10/06/25 12:27:52,likely consumed/staged on floor -> verify if on-hand should be 0
6687,8019-11,5,PICK,MFG Floor,08/26/25 09:02:13,likely consumed/staged on floor -> verify if on-hand should be 0
6729,8054-23,5,PICK,MFG Floor,02/27/26 11:03:17,likely consumed/staged on floor -> verify if on-hand should be 0
6732,8054-13,5,PICK,MFG Floor,02/27/26 10:26:41,likely consumed/staged on floor -> verify if on-hand should be 0
6734,8054-14,5,PICK,MFG Floor,02/27/26 10:30:50,likely consumed/staged on floor -> verify if on-hand should be 0
6750,7155-6,5,PICK,MFG Floor,09/18/25 09:27:33,likely consumed/staged on floor -> verify if on-hand should be 0
6799,6441-12,5,PICK,MFG Floor,09/17/25 10:36:53,likely consumed/staged on floor -> verify if on-hand should be 0
6807,7157-31,5,PICK,MFG Floor,02/11/26 10:21:39,likely consumed/staged on floor -> verify if on-hand should be 0
6810,8054-6,5,PICK,MFG Floor,02/27/26 10:26:18,likely consumed/staged on floor -> verify if on-hand should be 0
6821,7157-30,5,PICK,MFG Floor,02/27/26 10:26:07,likely consumed/staged on floor -> verify if on-hand should be 0
6828,7157-7,5,PICK,MFG Floor,02/27/26 10:43:16,likely consumed/staged on floor -> verify if on-hand should be 0
6883,7860-45,5,PICK,MFG Floor,09/17/25 10:27:30,likely consumed/staged on floor -> verify if on-hand should be 0
7116,7363L-61,5,PICK,MFG Floor,01/09/26 14:26:59,likely consumed/staged on floor -> verify if on-hand should be 0
7127,7363L-66,5,PICK,MFG Floor,01/09/26 14:27:05,likely consumed/staged on floor -> verify if on-hand should be 0
7285,8045-16,5,PICK,MFG Floor,02/04/26 14:01:24,likely consumed/staged on floor -> verify if on-hand should be 0
7298,7984-5,5,PICK,MFG Floor,08/26/25 09:01:26,likely consumed/staged on floor -> verify if on-hand should be 0
7304,7984-19,5,PICK,MFG Floor,02/04/26 14:47:27,likely consumed/staged on floor -> verify if on-hand should be 0
7421,7584-39,5,PICK,MFG Floor,02/11/26 12:50:04,likely consumed/staged on floor -> verify if on-hand should be 0
7463,7984-18,5,PICK,MFG Floor,09/25/25 09:31:34,likely consumed/staged on floor -> verify if on-hand should be 0
7464,7984-9,5,PICK,MFG Floor,09/25/25 09:30:40,likely consumed/staged on floor -> verify if on-hand should be 0
7469,7984-10,5,PICK,MFG Floor,09/25/25 09:30:56,likely consumed/staged on floor -> verify if on-hand should be 0
7760,7363L-40,5,PICK,MFG Floor,08/27/25 11:35:36,likely consumed/staged on floor -> verify if on-hand should be 0
7766,3815-10,5,PICK,MFG Floor,03/03/26 12:07:30,likely consumed/staged on floor -> verify if on-hand should be 0
7822,8090L-115,5,PICK,MFG Floor,02/09/26 09:28:47,likely consumed/staged on floor -> verify if on-hand should be 0
8357,8054-10,5,PICK,MFG Floor,02/26/26 09:38:20,likely consumed/staged on floor -> verify if on-hand should be 0
28128,8433L-680,4,PICK,MFG Floor,03/03/26 11:40:39,likely consumed/staged on floor -> verify if on-hand should be 0
15692,8176-235,4,PICK,MFG Floor,09/02/25 09:27:05,likely consumed/staged on floor -> verify if on-hand should be 0
6652,8012L-59,4,PICK,MFG Floor,10/06/25 12:27:43,likely consumed/staged on floor -> verify if on-hand should be 0
17073,8276-190,4,PICK,MFG Floor,09/02/25 09:26:27,likely consumed/staged on floor -> verify if on-hand should be 0
17072,8276-210,4,PICK,MFG Floor,09/02/25 09:26:20,likely consumed/staged on floor -> verify if on-hand should be 0
10719,ACI-6469,4,PICK,MFG Floor,01/08/26 07:24:57,likely consumed/staged on floor -> verify if on-hand should be 0
19535,8275-140,4,PICK,MFG Floor,01/12/26 12:14:10,likely consumed/staged on floor -> verify if on-hand should be 0
15721,8230ML-285,4,PICK,MFG Floor,09/17/25 07:13:54,likely consumed/staged on floor -> verify if on-hand should be 0
10654,7915-27,4,PICK,MFG Floor,01/15/26 08:44:30,likely consumed/staged on floor -> verify if on-hand should be 0
6271,8200-45,4,PICK,MFG Floor,12/12/25 12:39:14,likely consumed/staged on floor -> verify if on-hand should be 0
16748,8271-90,4,PICK,MFG Floor,09/05/25 08:30:40,likely consumed/staged on floor -> verify if on-hand should be 0
16743,8271-5,4,PICK,MFG Floor,09/05/25 08:30:46,likely consumed/staged on floor -> verify if on-hand should be 0
11763,3824-19,4,PICK,MFG Floor,03/03/26 09:17:40,likely consumed/staged on floor -> verify if on-hand should be 0
3325,ACI-2613,4,PICK,MFG Floor,01/30/26 11:09:11,likely consumed/staged on floor -> verify if on-hand should be 0
35754,8520L-65,4,PICK,MFG Floor,09/16/25 07:17:53,likely consumed/staged on floor -> verify if on-hand should be 0
3220,ACI-2526,4,PICK,MFG Floor,11/20/25 12:17:35,likely consumed/staged on floor -> verify if on-hand should be 0
15736,8230ML-180,4,PICK,MFG Floor,09/17/25 07:14:13,likely consumed/staged on floor -> verify if on-hand should be 0
16740,8271-120,4,PICK,MFG Floor,09/05/25 08:30:28,likely consumed/staged on floor -> verify if on-hand should be 0
7427,7686-61,4,PICK,MFG Floor,02/27/26 10:26:12,likely consumed/staged on floor -> verify if on-hand should be 0
3462,ACI-2741,4,PICK,MFG Floor,09/25/25 09:28:15,likely consumed/staged on floor -> verify if on-hand should be 0
2668,ACI-903,4,PICK,MFG Floor,01/15/26 08:35:36,likely consumed/staged on floor -> verify if on-hand should be 0
11512,7996-12,4,PICK,MFG Floor,08/14/25 13:11:02,likely consumed/staged on floor -> verify if on-hand should be 0
21208,8322-120,4,PICK,MFG Floor,02/27/26 10:43:04,likely consumed/staged on floor -> verify if on-hand should be 0
38852,6774-65,4,PICK,MFG Floor,02/13/26 15:07:35,likely consumed/staged on floor -> verify if on-hand should be 0
37126,8620ML-40,4,PTWY,2201403,09/22/25 14:06:30,moved off floor -> location may be stale (real available stock)
15737,8230ML-175,4,PICK,MFG Floor,09/17/25 07:13:50,likely consumed/staged on floor -> verify if on-hand should be 0
4554,ACI-3627,4,PICK,MFG Floor,12/12/25 12:38:48,likely consumed/staged on floor -> verify if on-hand should be 0
4557,ACI-3680,4,PICK,MFG Floor,12/12/25 09:22:32,likely consumed/staged on floor -> verify if on-hand should be 0
15758,8230ML-305,4,PICK,MFG Floor,09/17/25 07:14:02,likely consumed/staged on floor -> verify if on-hand should be 0
6724,8054-8,4,PICK,MFG Floor,02/27/26 10:31:02,likely consumed/staged on floor -> verify if on-hand should be 0
11097,8136L-15,4,PICK,MFG Floor,02/11/26 15:19:47,likely consumed/staged on floor -> verify if on-hand should be 0
4562,ACI-3673,4,PICK,MFG Floor,12/12/25 10:59:54,likely consumed/staged on floor -> verify if on-hand should be 0
17789,8279L-70,4,PICK,MFG Floor,09/03/25 08:41:44,likely consumed/staged on floor -> verify if on-hand should be 0
12994,8200-125,4,PICK,MFG Floor,10/20/25 10:09:26,likely consumed/staged on floor -> verify if on-hand should be 0
3545,7860-28,4,PICK,MFG Floor,01/15/26 12:19:52,likely consumed/staged on floor -> verify if on-hand should be 0
16246,8169M-190,4,PICK,MFG Floor,03/03/26 10:04:35,likely consumed/staged on floor -> verify if on-hand should be 0
17785,8279L-100,4,PICK,MFG Floor,09/03/25 08:41:48,likely consumed/staged on floor -> verify if on-hand should be 0
27974,8433L-200,4,PICK,MFG Floor,12/16/25 11:37:39,likely consumed/staged on floor -> verify if on-hand should be 0
7747,8055-59,4,PICK,MFG Floor,08/27/25 11:35:46,likely consumed/staged on floor -> verify if on-hand should be 0
15759,8230ML-375,4,PICK,MFG Floor,09/17/25 07:14:22,likely consumed/staged on floor -> verify if on-hand should be 0
7772,7363L-60,4,PICK,MFG Floor,02/27/26 13:32:36,likely consumed/staged on floor -> verify if on-hand should be 0
30603,8507L-260,4,PICK,MFG Floor,08/26/25 09:32:19,likely consumed/staged on floor -> verify if on-hand should be 0
24821,8239-10,4,PICK,MFG Floor,08/27/25 08:20:19,likely consumed/staged on floor -> verify if on-hand should be 0
4067,ACI-3370,4,PICK,MFG Floor,02/09/26 11:18:31,likely consumed/staged on floor -> verify if on-hand should be 0
12386,ACI-1746,4,PICK,MFG Floor,09/04/25 15:06:14,likely consumed/staged on floor -> verify if on-hand should be 0
3166,ACI-2479,4,PICK,MFG Floor,10/28/25 13:16:19,likely consumed/staged on floor -> verify if on-hand should be 0
2474,ACI-755,4,PICK,MFG Floor,10/01/25 11:14:36,likely consumed/staged on floor -> verify if on-hand should be 0
32477,8090L-65,4,PICK,MFG Floor,08/14/25 13:08:22,likely consumed/staged on floor -> verify if on-hand should be 0
28952,8415M-220,4,PICK,MFG Floor,11/20/25 15:14:28,likely consumed/staged on floor -> verify if on-hand should be 0
15940,8138M-475,4,PICK,MFG Floor,02/02/26 13:00:15,likely consumed/staged on floor -> verify if on-hand should be 0
15766,8230ML-140,4,PICK,MFG Floor,09/17/25 07:13:59,likely consumed/staged on floor -> verify if on-hand should be 0
3248,ACI-2537,4,PICK,MFG Floor,11/20/25 12:18:04,likely consumed/staged on floor -> verify if on-hand should be 0
32547,8210-220,4,PICK,MFG Floor,02/09/26 11:46:33,likely consumed/staged on floor -> verify if on-hand should be 0
24351,8314-140,4,PICK,MFG Floor,08/05/25 09:08:46,likely consumed/staged on floor -> verify if on-hand should be 0
11489,7686-26,4,PICK,MFG Floor,02/27/26 09:50:59,likely consumed/staged on floor -> verify if on-hand should be 0
2430,ACI-781,4,PICK,MFG Floor,09/16/25 15:21:07,likely consumed/staged on floor -> verify if on-hand should be 0
3038,ACI-2399,4,PICK,MFG Floor,01/20/26 08:31:17,likely consumed/staged on floor -> verify if on-hand should be 0
17296,7848-62,4,PICK,MFG Floor,10/10/25 14:04:24,likely consumed/staged on floor -> verify if on-hand should be 0
7363,7158-12,4,PICK,MFG Floor,09/25/25 09:30:15,likely consumed/staged on floor -> verify if on-hand should be 0
13878,8200-115,4,PICK,MFG Floor,10/20/25 09:38:29,likely consumed/staged on floor -> verify if on-hand should be 0
11072,8136L-40,4,PICK,MFG Floor,02/12/26 08:03:25,likely consumed/staged on floor -> verify if on-hand should be 0
10760,7688-25,4,PICK,MFG Floor,11/20/25 12:17:44,likely consumed/staged on floor -> verify if on-hand should be 0
11061,8135-10,4,PICK,MFG Floor,02/12/26 08:03:13,likely consumed/staged on floor -> verify if on-hand should be 0
2382,ACI-727,4,PICK,MFG Floor,09/16/25 07:18:01,likely consumed/staged on floor -> verify if on-hand should be 0
13971,8095-260,4,PICK,MFG Floor,02/27/26 13:28:13,likely consumed/staged on floor -> verify if on-hand should be 0
